Myanmar,Venezuela,Egypt,Azerbaijan,Kazakhstan,Ukraine,Saudi Arabia,Ghana,Trinidad and Tobago,Ethiopia,Paraguay,Georgia,Malaysia,Bangladesh,Pakistan,Vietnam,Macedonia,Serbia,Armenia,United Arab Emirates,Sri Lanka,Mexico,Cameroon,Argentina,Belarus,Jordan,Botswana,Turkey,Angola,Bosnia and Herzegovina,Albania,Indonesia,Dominican Republic,Tanzania,Korea,Canada,Ivory Coast,South Africa,Hungary,Bulgaria,Thailand,Namibia,Hong Kong,Norway,Macau,Costa Rica,Kenya,Colombia,Malta,Lithuania,Croatia,Iceland,Honduras,Congo,Romania,Poland,Estonia,Israel,Panama,Chile,Latvia,Slovakia,Brazil,Slovenia,Finland,Greece,Philippines,France,Switzerland,Sweden,Luxembourg,New Zealand,Peru,Uganda,Austria,Czech Republic,United Kingdom,Guatemala,Netherlands,Spain,El Salvador,Ireland,Italy,Japan,Portugal,Belgium,Denmark,Germany,Bermuda
85.51410315,71.56878753,108.2883844,99.43920045,100.8430503,94.59510026,95.84495518,65.52232695,80.65469112,62.60985924,71.89530074,81.16347089,79.89749021,57.30199168,62.71555893,85.34893784,78.96988985,82.33310826,83.39975358,107.7201323,59.61198715,87.3362416,68.88596906,103.0604744,92.7448291,83.03944837,63.65315944,111.5555495,55.92028068,86.46314443,115.2990618,61.56830214,56.54453786,57.53713372,102.399021,108.6694224,55.5881746,87.52602022,81.31818698,81.8968188,59.75113264,59.89786162,137.1404342,112.2808988,102.2452741,74.20212317,60.58553985,62.25250106,114.1951461,117.7187752,88.30538576,134.274378,62.54582851,49.8947606,102.39567,102.5700928,108.2535096,125.578061,80.15633988,89.27012082,91.25588597,73.82977415,96.19504909,91.64738941,109.8160286,118.4699492,58.71229912,108.2570109,94.28661803,104.9713198,121.55763,95.56261017,78.47759917,49.38783814,96.63707542,91.40843328,101.7542191,62.89844763,110.5577761,103.6385567,66.50671035,104.9770799,108.5162584,88.52354436,108.4596955,94.6480507,105.6135183,96.08806956,92.61863511
84.92765345,72.7405917,98.72979431,86.08183286,97.06233304,90.14910561,88.90198421,62.87076918,84.92174927,61.49227104,68.69943203,79.09012863,79.40621445,52.63278041,66.13424387,80.63063734,74.43998745,75.85156774,92.68557361,113.7091618,57.71431927,83.94446442,67.27524687,99.22199099,98.86638775,82.4135791,63.42991942,104.2857975,54.9652037,88.29784312,118.8431765,64.44638278,58.77790022,62.31753524,97.71650957,105.5808386,53.32745924,82.89863135,82.01837257,79.71671102,61.34124608,54.13963608,122.6379148,111.3238143,99.82441599,75.0458218,64.51848796,68.24342794,106.3827234,129.3836817,82.16506019,134.9533085,66.07794373,53.15688703,107.7620349,100.9519151,103.5746971,130.0582721,85.67362102,89.07960019,87.76980812,73.81209721,96.83629435,93.72812275,118.4729503,114.0996942,58.0866824,116.7361395,99.08289916,107.7037989,119.9967643,85.20892732,74.20239249,55.18750545,109.8509646,86.46446331,99.2611606,63.99863355,107.6400895,105.4385418,77.45836117,107.2668902,107.2395086,91.34913294,118.8596207,101.7982001,100.0556324,101.8876814,94.54107266
77.1046422,76.65856477,110.4493142,94.10147497,98.46323897,84.38328372,97.1435667,68.10700941,80.0608897,65.43972859,64.55860214,78.36476064,82.67089412,56.24361252,65.71113701,84.86103079,73.93016302,79.85037386,98.05953164,102.0780051,60.24456121,91.7531457,71.80619413,101.727839,91.56793487,80.00080198,63.12898199,107.7891428,56.03599572,86.77995624,108.4012471,59.58906683,58.13542647,58.05874632,100.1389487,109.6064124,53.94599955,87.94319951,80.18371814,77.69573601,60.70890319,56.26250255,127.2545743,118.3036014,96.13277808,71.94275582,58.91067812,69.57205552,113.0202111,120.2020184,83.95357271,129.4275311,64.21528327,54.7839297,100.5370012,104.5120924,102.9934342,129.7183016,73.12891957,85.60141358,93.21711603,69.3362108,97.58599515,100.3490901,120.361505,106.0094514,62.01680356,113.784705,96.81498436,111.3884576,112.1596504,90.25180755,69.89262569,52.17016632,113.2194515,88.70665816,107.4182328,65.05004835,116.5752396,97.70024514,72.23451921,103.5520362,105.7406095,84.36991908,116.4624203,106.3918053,114.4955552,100.0770172,88.89127763
87.78685967,77.61776299,97.30376834,91.41656002,100.413179,93.07020099,86.52003911,58.46152013,85.45011764,58.79654189,73.12899563,85.88688383,83.86241152,56.46722974,64.65455535,80.05590445,74.58862439,88.37632251,84.6561662,104.7732716,60.91949384,81.8755118,67.85760027,93.73043171,95.58639364,82.53946806,64.99601753,112.9957288,56.78576951,91.64370208,112.726749,61.43991896,58.74072374,57.82589805,95.55739265,106.6755202,62.87466587,85.40143508,79.08617341,81.98896928,60.13256135,57.35965217,139.1448464,117.0161575,90.27684076,80.60347209,65.16814171,67.03360173,114.0427039,127.5903813,90.15884471,138.2887795,67.9982219,54.87301661,97.9419109,106.0719822,106.1666805,126.0069306,79.77404506,85.06828739,90.48912747,71.91860508,100.2415426,101.8597657,113.5054677,110.1023668,61.000692,106.7162315,87.55552085,111.2297936,111.9048008,90.53160193,73.40840473,52.14628928,109.8440309,89.28381105,104.2060259,63.92311683,108.8860912,103.8451714,72.384562,109.0428668,100.6707793,83.81944507,103.1347461,102.0270747,110.7193353,108.5826601,93.03384111
86.67844481,68.27838522,95.61316727,92.67539636,99.46557579,86.05674893,88.09362945,68.83873907,81.85005776,64.10755886,71.6935243,81.18504329,79.60585549,54.23963747,60.60225171,81.32202834,72.63930851,77.817952,84.20529339,100.192351,57.58218913,88.14598829,71.55488268,107.0046411,88.22379908,80.49598802,64.80375165,116.2450661,60.60279519,90.80976299,108.5609311,60.82391989,61.58098659,58.4075046,101.201198,105.6083655,59.84224314,80.89228125,79.93204433,89.74904351,64.68316422,55.44407761,127.3915715,114.552828,101.0480314,79.00465186,65.32091196,63.94585648,103.9710873,128.522296,85.58661411,130.6990403,64.26903862,49.89818063,98.23231542,95.63458423,109.5729008,131.457285,76.3748586,80.1399028,97.59135699,72.73898271,95.5496538,100.5900103,123.025662,109.1673951,58.040683,105.5599678,90.03001573,98.30379958,108.6403648,92.71005686,75.50944537,55.60190299,102.1437697,83.13086513,102.4919164,64.78854024,113.5360607,99.19679792,74.17984793,114.3241969,108.4002785,85.47224996,105.9866997,103.9480608,115.8699112,107.3709023,90.3285317
87.04040257,67.65157843,98.41771516,89.1918206,100.5815171,89.83812504,85.84457519,63.91208111,86.19084385,59.51006,70.61263431,80.95085497,80.42055227,53.0654712,71.11254958,85.65188972,77.91778355,86.04527336,87.94869711,106.0146006,58.70476018,86.23890652,66.42386503,102.5515597,94.02419518,74.85517292,62.31181849,111.6387629,54.7443869,93.0675401,114.6495669,64.65664602,60.71384175,57.55698207,95.56337151,104.0413471,59.06073793,78.99859398,77.3040998,76.26820813,57.86531836,59.38519699,129.1475104,109.4268283,91.58176152,77.37872161,66.26368456,69.37203038,109.0892562,125.5252467,86.79899271,133.759344,62.77602425,54.65097244,100.293108,94.89139721,112.591129,140.8312075,78.89169538,87.89415524,91.67985425,75.29925185,93.43523979,95.98607681,112.2185662,102.3174043,54.99366422,110.8088403,92.16089139,113.1377835,116.2301261,96.30864285,72.22213515,53.67579277,108.2922869,92.336543,102.8207291,66.12574222,108.7538393,106.5087688,72.793434,110.5689541,113.3082659,88.77022211,110.1057832,93.47207637,108.7303235,105.7349565,85.31882591
87.16243396,73.24364981,101.7733229,91.09701764,94.52511395,89.67998896,86.70110764,65.00414276,86.11102398,62.21815108,68.12826732,80.42480816,83.89751097,57.45119956,63.48558144,83.03763797,72.07506976,89.38525798,85.59948332,101.0267695,63.17664482,92.34176721,71.05373025,98.08412746,100.2515634,79.09509398,68.61199397,102.1863087,61.47167056,94.87963027,117.4256162,64.46100296,60.80843222,57.69145844,90.56446482,99.73253425,59.02711037,84.56929462,78.24448979,81.11755167,60.08764823,57.44307219,126.8369977,111.5046167,101.7350758,76.78187624,61.24623133,68.80411966,115.7074147,120.9152059,85.31941339,133.9789121,66.58834891,52.96317368,103.7052498,102.9888927,95.17371719,133.8888133,78.79797785,88.76413505,98.41026068,68.31453475,95.16950007,98.51295375,115.7961204,112.7946791,57.09604821,106.5760528,98.93222459,114.9805094,107.1090618,92.97605161,77.8021062,51.66246001,99.84913683,81.72063406,99.51229859,59.72981451,111.7702254,107.6071391,74.95954706,107.6411877,104.1182742,91.26311041,111.5956969,101.4547939,105.4421253,100.9286051,92.83472824
80.10153722,75.51296714,106.2601648,91.33226248,93.82181222,90.31617825,88.41059577,64.53937865,79.13810647,57.77190434,70.27879853,76.34431352,82.74645846,58.16667323,61.6814758,84.76277364,78.68093714,87.2671359,91.24051848,103.1231272,59.04950011,89.05728118,68.32364866,105.6427839,92.95092704,86.49365182,64.81187417,107.5284617,53.34909189,94.62170188,104.5191804,58.64793905,58.63170874,56.33846469,97.07198951,105.0445725,59.9063844,88.29390473,76.81261164,80.99703418,62.8793531,52.40542035,128.3705015,108.3620547,99.09021626,79.35981948,60.17837041,68.34229908,103.4792181,127.9204317,85.80879375,123.4673208,64.82534916,52.21279832,97.23778829,92.15273057,106.848406,122.3038658,83.31938874,88.96668392,93.8612219,72.75147806,87.6892403,94.77949217,120.0581394,101.7129627,61.41107449,111.018664,92.26056094,107.2047743,118.8954826,97.29896999,75.94429414,50.85334099,106.2919836,89.04156502,104.6562063,58.62968218,115.0750232,109.1887551,72.89704409,110.8097202,117.7718905,94.40984354,109.2010554,100.9581298,109.1191602,94.11126504,96.73374032
89.07307842,66.93608591,102.5593487,86.43519437,92.73257505,90.87903579,90.63717563,67.76825452,86.00566535,60.57992776,69.66168334,78.18821671,73.94279231,52.67869529,60.5155781,83.66614208,81.2333524,77.82985819,94.24410938,101.7295436,63.65692791,91.4444698,68.35339919,102.365007,90.74729497,77.81447172,67.03221803,103.8639701,55.71379927,84.86535782,111.3789922,64.63518331,52.99020662,56.97645002,95.577411,101.4840433,59.29685021,87.34632681,82.84779299,82.66037727,61.23886418,57.19643936,128.7784825,109.7359825,94.25426854,76.69190467,65.26733454,62.89112179,104.1614564,115.1637957,83.36182904,141.9858177,59.34834065,50.84050623,106.2621651,99.76331153,105.871478,130.1455221,79.12088754,91.67913689,89.806756,75.48388504,98.38474494,89.65882547,117.6444698,114.6942689,61.2891315,113.8374422,89.90514641,114.4263782,114.8571976,99.70101634,68.56208141,54.56350656,112.0717421,95.75681217,110.0266084,63.38346507,106.6809074,102.8550947,67.48138186,107.614973,106.6654945,84.2781638,119.4333257,95.33626138,108.7136635,101.306873,92.07253592
82.81873681,70.69057104,105.4415861,96.24792654,103.1353064,92.74714412,86.1297668,66.78126216,89.77967825,61.15037392,74.07954761,86.12669834,82.02525148,52.0050968,70.90459979,82.24280979,78.37763285,81.49921051,91.72451292,112.0055075,59.2948376,94.75714326,73.21979383,103.828994,87.61878966,85.63627353,67.50876177,102.4153886,58.58772082,87.84281767,110.9084227,61.16377961,57.81435104,61.85416304,95.24330681,97.87156509,62.46890861,87.80661061,81.81378632,87.56199881,59.20051941,57.51737494,140.7943269,117.3238216,94.73041075,73.94662463,61.46550322,63.07105163,109.8947427,125.7389109,84.33694538,138.0358772,64.55200623,56.32127852,102.0065044,104.9670265,110.8495409,127.2834115,80.66213187,84.80453657,92.34928191,70.11173781,97.6600624,92.197479,117.8162577,102.8512492,63.4766861,108.9649887,90.15158903,111.174252,106.5289943,88.17475978,75.44259507,53.03124504,103.9594477,88.22552956,109.2168604,65.0708676,113.1693429,102.74747,75.11629405,101.9029756,107.228448,80.98593522,114.8085947,103.4709228,106.595987,95.68169777,92.00429292
